track,1,neutron,0,0,0.000000,55.000000,77.200000,0 ps ,0 eV ,None,0.000000,-2.450000,0.000000
track,1,neutron,0,1,0.000000,50.423320,77.200000,5.85453 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,2,0.000000,46.500000,77.200000,10.8733 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,3,0.000000,46.421333,77.200000,10.9739 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,4,0.000000,20.694329,77.200000,43.8841 ns ,3.85408 eV ,hadElastic,0.000000,-2.450000,0.000000
track,1,neutron,0,5,-0.694383,-3.506971,87.274944,77.4502 ns ,32.5549 eV ,hadElastic,0.000000,-2.450000,0.000000
track,1,neutron,0,6,-13.305982,-25.248105,63.724985,121.763 ns ,79.4765 eV ,hadElastic,0.000000,-2.450000,0.000000
track,1,neutron,0,7,-15.092229,-18.811438,66.212191,131.052 ns ,82.8329 eV ,hadElastic,0.000000,-2.450000,0.000000
track,1,neutron,0,8,-23.536798,-34.787606,50.400000,162.77 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,9,-23.643609,-34.989680,50.200000,163.171 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,10,-25.613106,-38.715746,46.512178,170.569 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,11,-25.779826,-39.031161,46.200000,171.195 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,12,-27.349377,-42.000574,43.261065,177.09 ns ,141.814 eV ,hadElastic,0.000000,-2.450000,0.000000
track,1,neutron,0,13,-30.813155,-40.196976,46.200000,183.705 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,14,-35.527485,-37.742211,50.200000,192.708 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,15,-35.763201,-37.619473,50.400000,193.158 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,16,-36.921764,-37.016206,51.383013,195.37 ns ,401.428 eV ,hadElastic,0.000000,-2.450000,0.000000
track,1,neutron,0,17,-37.360673,-36.419431,51.848093,196.647 ns ,2.07952 keV,hadElastic,0.000000,-2.450000,0.000000
track,1,neutron,0,18,-38.000541,-36.112841,51.449933,199.688 ns ,0 eV ,Transportation,0.000000,-2.450000,0.000000
track,1,neutron,0,19,-300.000000,89.422768,-111.579703,1.44471 us ,0 eV ,Transportation,0.000000,-2.450000,0.000000
